show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,url,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
80238299,Chal Dhar Pakad,Aatmaram Dharne,Nagesh Bhonsle,India,15-Mar-18,2010,TV-14,129 min,"Comedies, Dramas, International Movies","After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABYtix5SQT4l-d2WF2oq4pGkjTWfZrMS0QlauGyMDZNc1JpQvVUWIU1frdxXJxfrlCZEVEZLfBCamzfPd_i1VnTQ_38w6.jpg?r=f39,81021832,70063591,80144355,80212251,80239462,81045720,70302573,70060865,80231468,80999945
80201814,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar","Kishore Kadam, Ashwini Giri, Kamal Desai, Devika Daftardar, Sunil Sukthankar, Shriram Ranade, Padmanabh Bind",India,15-Mar-18,2009,TV-PG,120 min,"Dramas, Independent Movies, International Movies",A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABW8RrcPtk67TR_QaWqMJ5Ol3lY20n4pP0trpbtOM-6dTjuWudpBMsbbyVaUCp05GcjPKDgBcPHxnLWNR2Qj0GjLflQHa.jpg?r=cce,81015100,80213712,80219707,70181716,80178726,80993095,81059684,60002907,81081656,81032812
80192244,In This Corner of the World,Sunao Katabuchi,"Non, Yoshimasa Hosoya, Natsuki Inaba, Minori Omi, Daisuke Ono, Megumi Han, Nanase Iwai, Shigeru Ushiyama, Mayumi Shintani",Japan,15-Mar-18,2016,PG-13,129 min,"Anime Features, Children & Family Movies, International Movies","Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABb55VK4zE9tiiWXDmaPfK8gegNy5BUiRsvpN_Ly0StDWDoqpTVnEv-HRjIFFHNdRPjlSHlllIGaz8rPofq4ZJOj4itKW.jpg?r=771,80202146,60029167,80010778,80215923,80105030,80094258,80167628,80150350,80178151,80236133
80235957,Irada Pakka,Kedar Shinde,"Smita Jaykar, Siddarth Jadhav",India,15-Mar-18,2010,TV-14,137 min,"Comedies, Dramas, International Movies","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABYIDpBQZYchbJprae7R0Km5k68Hc30aI_qktiAp35uw9oIEwNV73Yv-NvE-CLmZJWomvE4WkuCBhJCrIwg-VsIS1X46p.jpg?r=951,80201866,60026139,81021832,80991400,80196789,80999091,80222042,80222133,81113886,81094391
80226021,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,"Björn Kjellman, Christine Meltzer, Rodolfo Corsato, Martina Haag, Sven-Bertil Taube, Anita Wall, Nour El-Refai",Sweden,15-Mar-18,2016,TV-MA,91 min,"Comedies, Dramas, International Movies","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABVps34sjCnVhdhPzFcWzBB195vmOZNwOxveIiaC5X3aZmjQ6QfPlegnkyno9wj5iJlcT3bXg1UhbXP-1GI83VXhVTLty.jpg?r=066,80221942,81052277,81021832,916043,80194704,80224150,81050198,81011973,80201866,80997789
80147758,Kills on Wheels,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",Hungary,15-Mar-18,2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80998786,70111265,81033086,81036061,81034635,80226089,81039073,80084667,80136789,81121173
80201608,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,"Sachin Khedekar, Seema Biswas, Ankush Chaudhari, Satish Kaushik, Siddarth Jadhav, Shashank Shende, Sameer Dharmadhikari, Karan Patel, Veena Jamkar, Kashmira Shah",India,15-Mar-18,2010,TV-MA,145 min,"Dramas, International Movies",Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABSvEn02KC5cj7mK4DtPMqlPywDZaVh2sB1_UHiic1vrwa8zm5NMxRvmMYC2UL3uZNacKf8B0nIbl9HMohOuwojW1H5pL.jpg?r=584,60022645,81031038,81012402,81099997,80219707,80057750,1005494,80243728,80022605,80107514
80241537,Little Lunch: The Halloween Horror Story,Tim Bartley,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,15-Mar-18,2016,TV-Y7,23 min,"Children & Family Movies, Comedies","When the class puts on a Halloween play about a boy who leaves behind his friends for a scary new place, it hits too close to home for one student.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80195885,70060005,80220531,80127886,70082264,81147278,80057883,80222157,80224055,80204889
80241616,Little Lunch: The Nightmare Before Graduation,Robyn Butler,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,15-Mar-18,2016,TV-Y7,25 min,"Children & Family Movies, Comedies",Mrs. Gonsha's students are excited about the end of primary school – until they discover that a classmate might not move on with them.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80226864,80202920,80167628,80136790,60029167,80211634,81062293,81179844,80222157,81196441
80239642,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",United States,15-Mar-18,2016,TV-14,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABSbMWr-UH-nadlbYroE1zaE1EEscICpr-ILAqtf-DF7CkXKtR1kY6Mm4aES3K35QFzPIfGwhwa24d2sifY-y6b_FSB56.jpg?r=722,70060865,80219802,81002145,81151877,70295067,18907685,70197057,80219707,81047680,80242916
70041893,"Pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro","Héctor Anglada, Jorge Sesán, Pamela Jordán, Adrián Yospe, Daniel Di Biase, Walter Díaz, Martín Adjemián, Elena Cánepa, Rubén Rodríguez, Tony Lestingi, Alejandro Pous",Argentina,15-Mar-18,1998,TV-MA,81 min,"Dramas, International Movies",A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80131240,80141156,81074542,81019341,80020885,80244855,70110919,80124099,70109758,80024232
80238298,Ranbhool,Girish Joshi,"Subodh Bhave, Mohan Joshi, Vinay Apte, Uday Tikekar, Tejaswini Pandit, Saii Ranade, Daksha Mahendra, Gargi Datar",India,15-Mar-18,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers","Believing himself to be God's envoy, a troubled young man embarks on a killing spree as his passion for music becomes a psychotic obsession.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABYYz0WGNoXnlyq4z9byCYY077gW7DEGXLPmV6oTeshBl75nAelG48MajejaClgVH-orWVbIKiFMyQqOv54M3SYJcB8c4.jpg?r=1fe,70265211,80106306,80191046,80010778,80198585,81092328,80029103,80245442,81140577,81004270
80238400,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,15-Mar-18,2012,TV-14,150 min,"Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABUxFg3mGFk4ELdDA7PHNedyI0m9fA9zSWJaofiyWO21McPHY7LuUcmotf3oKiGwwL5IdimX64yQEag_6fPGijyyEWrxT.jpg?r=694,81121177,81061410,80057137,80242950,80217733,80158516,80113304,80211622,80105030,80988062
80239738,Sthaniya Sambaad,"Arjun Gourisaria, Moinak Biswas",Suman Mukhopadhyay,India,15-Mar-18,2010,TV-14,106 min,"Dramas, International Movies","In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABULkW7_iiS493DNI-z-GBoT1gaq2GQKqOed0GFjO0xoYGflqPe5DOYa_pksW0fbE5lZ3IgC3vo0qk---BLbFrXb6et2F.jpg?r=e1c,80194704,70117268,81063743,80998786,70251519,81002145,70109758,70110919,80997867,81018183
80237300,The Art of Loving,Maria Sadowska,"Magdalena Boczarska, Eryk Lubos, Justyna Wasilewska, Piotr Adamczyk, Arkadiusz Jakubik, Wojciech Mecwaldowski, Borys Szyc, Katarzyna Kwiatkowska, Artur Barciś",Poland,15-Mar-18,2017,TV-MA,115 min,"Dramas, International Movies","During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABa_4j-fI96ZG2eJKJEtDUaD2TD9_to8HQEpR4AMaL_vsIhx-0YEW4uwstBOBSTfAdWVF8ixHN2xZuf0XVhlNzoKthQlh.jpg?r=343,81105406,80128245,81030201,81025404,80024232,70123120,81071666,81151877,81026677,60035622
80226234,Steel Rain,Yang Woo-seok,"Woo-sung Jung, Do-won Kwak, Kap-soo Kim, Woo-jin Jo, Eui-sung Kim, Kyeong-yeong Lee, Won-joong Jung, Hyun-sung Jang",South Korea,14-Mar-18,2018,TV-MA,140 min,"Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABeubPf6ZeF35S3jDv1Fydq6KsfniVMUFoKevfbpWrAH3_JgslI0V4-8rM2LNwFZBV1OyL2S3uKByXMLfhUdKcz1nvzi_.jpg?r=9eb,81034633,70124651,80011541,80162994,80993656,80237420,70061480,80998567,81028560,60028097
80189653,Ricky Gervais: Humanity,John L. Spencer,Ricky Gervais,United Kingdom,13-Mar-18,2018,TV-MA,79 min,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABX7V_PdTLx9HL0xQv7rBs5fBeOU2HP-7sB4GPgdi4Q4upPNR-bxuu74pf-WCO0F3F7c4jAbeqfWWSnsB-DaVqjBJAxKM.jpg?r=037,81092781,81049950,81171871,80194610,81042804,81002850,81003648,81035877,80231064,70046968
80135585,Stretch Armstrong: The Breakout,Victor Cook,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",United States,13-Mar-18,2018,TV-Y7-FV,104 min,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABSb8-EHC1AJt4QjLZ3fRVa3SRPf2djDBL0m6gE5hrY5aI9DiSftRBGBJuwr95zL1IwNNIaTwOaCuWK5YoyeSi1tRSoKyaovGA5cqyHh3Idz2qjC_OejbRH-pU4Cma5pVUVowF_IDjN0PkFq8aukT5g.jpg?r=1e4,80223149,80215923,81035842,80213536,80167628,80224055,81018236,80191990,80235578,80218107
80216664,Kygo: Live at the Hollywood Bowl,Devin Chanda,Kygo,United States,12-Mar-18,2017,TV-MA,52 min,Music & Musicals,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABd9pz_dsaeMTEQO681HZvTwUY5YZeT2V9OpBG7NkTLA8SdrY2fyntQ9NGAdk0eqxlDh5AHTsG8RhoFurMW8grS8ABo2j.jpg?r=e49,80996455,81160036,80148162,80238110,81038022,80184379,70052249,70254349,80144453,81038545
80017535,Troy: The Odyssey,Tekin Girgin,"Dylan Vox, Lara Heller, Hachem Hicham, David Gray, Kelly B. Jones, Daniel Whyte, Eoin O'Brien, Ego Mikitas",United States,12-Mar-18,2017,TV-MA,90 min,Action & Adventure,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81154900,80198859,81164752,70285697,70225597,70184207,70039175,81151899,81036190,80188120
80219917,Bad Match,David Chirchirillo,"Jack Cutmore-Scott, Lili Simmons, Brandon Scott, Chase Williamson, Noureen DeWulf, Seth Morris, Christine Donlon, Trent Haaga, Kahyun Kim, Cynthia Rose Hall, Zedrick Restauro, Eric Podnar","Singapore, United States",11-Mar-18,2017,TV-MA,83 min,Thrillers,A player who uses the internet to facilitate his womanizing ways is tormented when he spurns a persistent woman who won't take no for an answer.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABUbVejtqYtkK1Px9-26hd3n3z1KYjPexp1R6ncgdOSJEn2VJ8GBc7NOTJ4BmmQ8iI8w91ECLUfrT4gESc8UBREOAUlZP.jpg?r=28a,80200087,80201500,80036427,81150918,80194558,80171611,81019894,81013112,60026155,81025263
80174144,Bitch,Marianna Palka,"Jason Ritter, Jaime King, Marianna Palka, Brighton Sharbino, Rio Mangini, Jason Maybaum, Kingston Foster, Arielle Kebbel, Martin Starr, Roger Guenveur Smith, Caroline Aaron, Bill Smitrovich",United States,11-Mar-18,2017,R,97 min,"Comedies, Dramas, Independent Movies","Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80233218,60002033,81145270,80231602,81035857,70063591,81078908,80194704,70084795,80241539
80220677,Nails,Dennis Bartok,"Leah McNamara, Shauna Macdonald, Steve Wall, Ross Noble, Charlotte Bradley, Richard Foster-King, Dennis Bartok, Robert O'Mahoney, Muireann D'Arcy",Ireland,10-Mar-18,2017,TV-MA,85 min,Horror Movies,"Recently paralyzed in a devastating car accident, Dana begins to suspect a dark and sinister force may be lurking within her hospital room.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81113888,81024703,81031939,80198585,81076055,653673,81018181,80145143,81092328,81010863
80229829,"Septiembre, un llanto en silencio",Kenneth Müller,"Saúl Lisazo, Mario Zaragoza, Juan Pablo Olyslager, Costanza Andrade",Guatemala,10-Mar-18,2017,TV-MA,69 min,"Dramas, Independent Movies, International Movies","After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81016592,81052275,80244855,80212481,80993062,81092782,80180681,81093925,80141156,81116487
80161848,A.I.C.O.,Kazuya Murata,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata, Kaori Nazuka, M・A・O, Ryota Takeuchi, Ai Kayano, Toru Okawa, Takehito Koyasu, Atsuko Tanaka",Japan,09-Mar-18,2018,TV-14,1 Season,"Anime Series, International TV Shows",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,TV Show,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABdg5v-v8eeBXGmKFIUD1T8fLAz0uQzzQXu0R0N4hkTUjjP9MADQuxizt7awrcKkqjAcJ_tvfzrsjbpHk34Wtw7s9rUXJ.jpg?r=a54,80222326,80223138,80175352,81025251,80201680,80202465,80166319,60033786,80217569,60011649
80209796,Meditation Park,Mina Shum,"Cheng Pei-pei, Tzi Ma, Sandra Oh, Don McKellar, Zak Santiago, Liane Balaban, Alannah Ong, Lillian Lim, Jemmy Chen",Canada,09-Mar-18,2017,TV-PG,94 min,Dramas,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,70270362,80144442,81011973,80125291,80241001,80095699,70108985,80221942,80095531,80128275
80152434,The Outsider,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Min Tanaka",United States,09-Mar-18,2018,TV-MA,121 min,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABUzUy2w88dijrRp0f_1_pmg7P_X77XWkJnx0pymdJy2iyJGbCy7kknhQooRvcnOPDdmxPhyzhFo-MRlLe6_zSEi_uuoX.jpg?r=8e3,81015100,81025908,60027716,80243728,81105406,70229044,81064394,70242536,80187618,80236408
70260374,Aftershock,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán","United States, Chile",07-Mar-18,2012,R,89 min,"Action & Adventure, Horror Movies","An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81010962,70285697,80173623,80204364,80081705,80198859,80121349,81113888,70118953,81092767
80190180,Bullet Head,"Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov","Bulgaria, United States",07-Mar-18,2017,R,94 min,"International Movies, Thrillers","After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABfOkXKMtheAzjNQ018nWSFXUI8W6naSudFYMCmWBUbcztksbvt6XgZbYZVAdWQuXN0C6JcK9RtUdqx-fNiqjYL60QgZf.jpg?r=60a,81154549,81012340,80244640,81002336,80039594,81077451,80208662,81074542,80167648,70296346
80238080,Aliens Ate My Homework,Sean McNamara,"William Shatner, Dan Payne, Kirsten Robek, Ty Consiglio, Sean McNamara, Christian Convery, Jayden Greig, Lauren McNamara, Alex Zahara, Sandy Robson",United States,06-Mar-18,2018,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,60024935,81038046,80191680,923574,80244929,81077795,80167628,80136790,80182123,80216752
296682,Benji,Joe Camp,"Benji, Deborah Walley, Peter Breck, Edgar Buchanan, Terry Carter, Christopher Connelly",United States,06-Mar-18,1974,G,86 min,"Children & Family Movies, Classic Movies","After lovable abandoned mutt Benji is adopted by a kind family, he chases cats, flirts with a show dog and bravely helps to rescue two abducted kids.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81029647,70040077,80105030,80204889,80210147,81001379,80215923,70142542,80215147,81121181
60037606,Benji: Off the Leash,Joe Camp,"Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson",United States,06-Mar-18,2004,PG,100 min,"Children & Family Movies, Dramas","Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81029647,80242137,81050193,80150350,80204889,80210147,80178151,80172002,80215923,80156212
516154,For the Love of Benji,Joe Camp,"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",United States,06-Mar-18,1977,G,84 min,Children & Family Movies,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80172002,81029647,80994419,81016337,80046819,81026251,80191036,81024696,80167628,70117297
80170187,Gad Elmaleh: American Dream,Michael Simon,Gad Elmaleh,United States,06-Mar-18,2018,TV-14,58 min,Stand-Up Comedy,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABaggk0yru2xEXsp3Snu9gUddYuB8JOaKonn2Z3dvRB3L6rJioVPKhvaNjFK9AI3fx1gmTI9w8JQF9gKLgjfuSjUbIx5x.jpg?r=177,80231064,80194610,81092781,70172485,81002211,80159880,80102162,80989337,81020716,81217739
80174137,Gook,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",United States,06-Mar-18,2017,TV-MA,95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81062606,80107514,81155803,70299043,70183165,80196789,80065146,80160692,80190859,81092782
80214580,F the Prom,Benny Fine,"Cameron Palatas, Richard Karn, Cheri Oteri, Danielle Campbell, Nicholle Tom, Joel Courtney, Luke Bilyk",United States,05-Mar-18,2017,TV-MA,92 min,"Comedies, Romantic Movies","Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,70202141,80242950,80179900,70111279,80211634,80217315,80206696,81062293,70044693,81165786
80192139,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Malena Pichot,Argentina,02-Mar-18,2018,TV-MA,51 min,Stand-Up Comedy,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABVjsMIQljRh-CEDFjHkCTEqJ5ol9kB-Ot2CQ0fj42jTKZN8KJZuu6_wEgFALtQwKNoHFarBGJI4RK6-NxsZlUth_q0II.jpg?r=e00,80152350,80214523,70056663,81063091,70026431,81045530,81020668,80244363,80990571,81002591
80192063,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Natalia Valdebenito,Chile,02-Mar-18,2018,TV-MA,69 min,Stand-Up Comedy,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABbKyUzo2WNuEN8IsqQY8EjlS0Hf9VQQNu0b2RHp12VNsnmrzOf_oLLpmfstXXmVNc9dn3SY22li8siVxHR6erfE-GIF9.jpg?r=e29,80214523,70056663,80244363,81020668,80152350,81001413,81002591,80028357,81012978,81002850
80218656,Ravenous,Robin Aubert,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Brigitte Poupart, Marie-Ginette Guay, Micheline Lanctôt, Édouard Tremblay-Grenier, Luc Proulx, Didier Lucien, Robert Brouillette, Patrick Hivon",Canada,02-Mar-18,2017,TV-MA,104 min,"Horror Movies, International Movies","As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABZNysuxS-AV8P-upKZvuBP77HMghDiT7-ZYCYp1g4QweZvIMW6--T2QrgOVc2nZ8Y8JPZv98iAWx7pPkT2A85DT5Yaf_.jpg?r=8ca,80145143,80010778,80072207,80014727,80094258,70118953,81043345,81044365,81018181,70229043
80184973,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,01-Mar-18,2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80065754,80997863,81030762,70039187,70219528,80089198,80177346,80113701,81096745,80103336
70229921,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",United States,01-Mar-18,2012,R,91 min,Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80239459,81082781,80026431,70035357,81186757,70118801,80136796,80177400,70304256,80170690
70021551,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor",India,01-Mar-18,2004,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",A happily married business executive is forced to deal with an episode from his past that he had long thought was put behind him.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABTvwhDmBv7bFm-x39Bo4V9jzvTYMS4tuk05O3IiWimAFXwN7mg3hxlTJH2oX4wWPPiSMhMjIumKWoDqM35nzI8G43JaV.jpg?r=3fb,81004270,70157266,70082255,81074135,81039410,81099976,60035622,80215500,81113468,70058025
